Strategy,Date Opened,Time Opened,Opening Price,Legs,Initial Premium,No. of Contracts,P/L,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close
SAC 2/4,8/4/2025,15:45:00,563.35,1 Aug 6 557 P STO 0.88 | 1 Aug 6 569 C STO 0.56 | 1 Aug 8 557 P BTO 1.92 | 1 Aug 8 569 C BTO 1.58,-208,1,-13,566.11,8/6/2025,13:49:00,-199,Below Short/Long Ratio
Early Morning Fishing,8/4/2025,11:58:00,6318.11,1 Aug 4 6310 P STO 5.60 | 1 Aug 4 6305 P BTO 4.30,125,1,122.76,6329.94,8/4/2025,16:00:00,0,Expired
SAC 5/7,8/1/2025,15:00:00,553.62,1 Aug 6 563 C STO 1.15 | 1 Aug 6 542 P STO 1.60 | 1 Aug 8 563 C BTO 2.06 | 1 Aug 8 542 P BTO 2.55,-188,1,2,564.97,8/6/2025,11:28:00,-194,Below Delta
Charle Bronson RIC ,7/29/2025,9:32:00,6403.52,1 Jul 29 6415 C BTO 3.55 | 1 Jul 29 6390 P BTO 3.90 | 1 Jul 29 6420 C STO 2.25 | 1 Jul 29 6385 P STO 2.90,-240,1,255,6370.86,7/29/2025,16:00:00,-500,Expired
SAC 2/4,7/28/2025,15:45:00,567.61,1 Jul 30 562 P STO 0.78 | 1 Jul 30 573 C STO 0.61 | 1 Aug 1 562 P BTO 2.04 | 1 Aug 1 573 C BTO 1.90,-257,1,61,566,7/30/2025,15:30:00,-322,Exited at Specified Time
Charle Bronson RIC ,7/25/2025,9:32:00,6370.95,1 Jul 25 6385 C BTO 3.45 | 1 Jul 25 6355 P BTO 4.30 | 1 Jul 25 6390 C STO 2.30 | 1 Jul 25 6350 P STO 3.35,-220,1,139,6388.64,7/25/2025,16:00:00,-364,Expired
Charle Bronson RIC ,7/24/2025,9:32:00,6364.04,1 Jul 24 6375 C BTO 4.35 | 1 Jul 24 6350 P BTO 5.00 | 1 Jul 24 6380 C STO 3.00 | 1 Jul 24 6345 P STO 3.95,-250,1,-255,6363.35,7/24/2025,16:00:00,0,Expired
Charle Bronson RIC ,7/23/2025,9:32:00,6330.24,1 Jul 23 6345 C BTO 3.35 | 1 Jul 23 6315 P BTO 4.50 | 1 Jul 23 6350 C STO 2.20 | 1 Jul 23 6310 P STO 3.55,-220,1,275,6358.91,7/23/2025,16:00:00,-500,Expired
SAC 2/4,7/21/2025,15:45:00,564.46,1 Jul 23 559 P STO 0.71 | 1 Jul 23 569 C STO 0.62 | 1 Jul 25 559 P BTO 1.46 | 1 Jul 25 569 C BTO 1.48,-163,1,-7,563.08,7/23/2025,15:30:00,-160,Exited at Specified Time
Early Morning Fishing,7/17/2025,11:26:00,6287.99,1 Jul 17 6280 P STO 4.85 | 1 Jul 17 6275 P BTO 3.55,125,1,122.76,6297.36,7/17/2025,16:00:00,0,Expired
In Harm's Way - ORB,7/17/2025,11:15:00,6284.63,1 Jul 17 6285 C BTO 7.05 | 1 Jul 17 6290 C STO 4.70,-255,1,242.5,6297.36,7/17/2025,16:00:00,-500,Expired
Charle Bronson RIC ,7/16/2025,9:32:00,6256.03,1 Jul 16 6275 C BTO 3.55 | 1 Jul 16 6235 P BTO 4.55 | 1 Jul 16 6280 C STO 2.50 | 1 Jul 16 6230 P STO 3.60,-210,1,-215,6263.7,7/16/2025,16:00:00,0,Expired
Charle Bronson RIC ,7/15/2025,9:32:00,6298.28,1 Jul 15 6315 C BTO 3.45 | 1 Jul 15 6280 P BTO 4.35 | 1 Jul 15 6320 C STO 2.35 | 1 Jul 15 6275 P STO 3.40,-215,1,280,6243.76,7/15/2025,16:00:00,-500,Expired
Early Morning Fishing,7/11/2025,10:35:00,6264.51,1 Jul 11 6255 P STO 6.10 | 1 Jul 11 6250 P BTO 4.65,140,1,137.76,6259.75,7/11/2025,16:00:00,0,Expired
Early Morning Fishing,7/10/2025,10:41:00,6268.58,1 Jul 10 6260 P STO 5.45 | 1 Jul 10 6255 P BTO 4.05,135,1,132.76,6280.46,7/10/2025,16:00:00,0,Expired
Charle Bronson RIC ,7/10/2025,9:32:00,6261.31,1 Jul 10 6275 C BTO 4.60 | 1 Jul 10 6245 P BTO 4.85 | 1 Jul 10 6280 C STO 3.30 | 1 Jul 10 6240 P STO 3.80,-245,1,250,6280.46,7/10/2025,16:00:00,-500,Expired
Charle Bronson RIC ,7/8/2025,9:32:00,6230.92,1 Jul 8 6250 C BTO 3.85 | 1 Jul 8 6210 P BTO 4.30 | 1 Jul 8 6255 C STO 2.70 | 1 Jul 8 6205 P STO 3.40,-215,1,-220,6225.52,7/8/2025,16:00:00,0,Expired
SAC 2/4,7/7/2025,15:45:00,551.33,1 Jul 9 545 P STO 0.89 | 1 Jul 9 557 C STO 0.72 | 1 Jul 11 545 P BTO 1.91 | 1 Jul 11 557 C BTO 1.80,-212,1,-28,555.85,7/9/2025,15:30:00,-188,Exited at Specified Time
Charle Bronson RIC ,7/3/2025,9:32:00,6252.17,1 Jul 3 6265 C BTO 3.80 | 1 Jul 3 6240 P BTO 4.70 | 1 Jul 3 6270 C STO 2.45 | 1 Jul 3 6235 P STO 3.60,-255,1,240,6279.35,7/3/2025,13:00:00,-500,Expired
Early Morning Fishing,7/2/2025,10:41:00,6213.09,1 Jul 2 6205 P STO 5.10 | 1 Jul 2 6200 P BTO 3.75,130,1,127.76,6227.42,7/2/2025,16:00:00,0,Expired
Charle Bronson RIC ,6/27/2025,9:32:00,6157.47,1 Jun 27 6170 C BTO 4.50 | 1 Jun 27 6140 P BTO 4.75 | 1 Jun 27 6175 C STO 3.10 | 1 Jun 27 6135 P STO 3.80,-245,1,57,6173.07,6/27/2025,16:00:00,-307,Expired
In Harm's Way - ORB,6/26/2025,11:15:00,6128.64,1 Jun 26 6125 C BTO 9.65 | 1 Jun 26 6130 C STO 6.70,-315,1,182.5,6141.02,6/26/2025,16:00:00,-500,Expired
Charle Bronson RIC ,6/26/2025,9:32:00,6115.89,1 Jun 26 6130 C BTO 3.75 | 1 Jun 26 6100 P BTO 4.65 | 1 Jun 26 6135 C STO 2.55 | 1 Jun 26 6095 P STO 3.65,-230,1,265,6141.02,6/26/2025,16:00:00,-500,Expired
Charle Bronson RIC ,6/25/2025,9:32:00,6103.2,1 Jun 25 6120 C BTO 4.20 | 1 Jun 25 6085 P BTO 4.30 | 1 Jun 25 6125 C STO 3.05 | 1 Jun 25 6080 P STO 3.45,-210,1,-215,6092.16,6/25/2025,16:00:00,0,Expired
In Harm's Way - ORB,6/24/2025,11:15:00,6078.07,1 Jun 24 6075 C BTO 10.40 | 1 Jun 24 6080 C STO 7.50,-310,1,187.5,6092.18,6/24/2025,16:00:00,-500,Expired
Early Morning Fishing,6/24/2025,11:03:00,6078.76,1 Jun 24 6070 P STO 6.25 | 1 Jun 24 6065 P BTO 4.90,130,1,127.76,6092.18,6/24/2025,16:00:00,0,Expired
Charle Bronson RIC ,6/24/2025,9:32:00,6069.3,1 Jun 24 6090 C BTO 4.20 | 1 Jun 24 6040 P BTO 4.45 | 1 Jun 24 6095 C STO 3.05 | 1 Jun 24 6035 P STO 3.75,-195,1,18,6092.18,6/24/2025,16:00:00,-218,Expired
SAC 2/4,6/23/2025,15:45:00,530.85,1 Jun 25 524 P STO 1.06 | 1 Jun 25 536 C STO 0.75 | 1 Jun 27 524 P BTO 2.00 | 1 Jun 27 536 C BTO 1.87,-208,1,-34,537.46,6/24/2025,9:38:00,-178,Below Delta
Early Morning Fishing,6/23/2025,13:32:00,6007.77,1 Jun 23 6000 P STO 7.05 | 1 Jun 23 5995 P BTO 5.65,135,1,132.76,6025.17,6/23/2025,16:00:00,0,Expired
In Harm's Way - ORB,6/23/2025,11:15:00,5998.99,1 Jun 23 5995 C BTO 12.70 | 1 Jun 23 6000 C STO 9.75,-315,1,182.5,6025.17,6/23/2025,16:00:00,-500,Expired
SAC 5/7,6/20/2025,15:00:00,526.08,1 Jun 25 534 C STO 1.01 | 1 Jun 25 515 P STO 1.51 | 1 Jun 27 534 C BTO 1.92 | 1 Jun 27 515 P BTO 2.39,-181,1,-42,537.85,6/24/2025,10:41:00,-143,Below Delta
In Harm's Way - ORB,6/16/2025,11:15:00,6043.15,1 Jun 16 6040 C BTO 12.20 | 1 Jun 16 6045 C STO 9.20,-320,1,-322.5,6033.11,6/16/2025,16:00:00,0,Expired
In Harm's Way - ORB,6/12/2025,11:15:00,6040.85,1 Jun 12 6040 C BTO 11.00 | 1 Jun 12 6045 C STO 8.35,-285,1,212.5,6045.26,6/12/2025,16:00:00,-500,Expired
Early Morning Fishing,6/12/2025,10:38:00,6038.77,1 Jun 12 6030 P STO 7.80 | 1 Jun 12 6025 P BTO 6.40,135,1,132.76,6045.26,6/12/2025,16:00:00,0,Expired
Early Morning Fishing,6/11/2025,10:57:00,6058.58,1 Jun 11 6050 P STO 6.15 | 1 Jun 11 6045 P BTO 4.75,135,1,-367.24,6022.24,6/11/2025,16:00:00,500,Expired
Charle Bronson RIC ,6/11/2025,9:32:00,6039.85,1 Jun 11 6070 C BTO 3.55 | 1 Jun 11 6005 P BTO 4.25 | 1 Jun 11 6075 C STO 2.70 | 1 Jun 11 6000 P STO 3.55,-165,1,-170,6022.24,6/11/2025,16:00:00,0,Expired
Early Morning Fishing,6/10/2025,10:44:00,6023.3,1 Jun 10 6015 P STO 6.65 | 1 Jun 10 6010 P BTO 5.10,150,1,147.76,6038.81,6/10/2025,16:00:00,0,Expired
Charle Bronson RIC ,6/10/2025,9:32:00,6012.77,1 Jun 10 6035 C BTO 4.55 | 1 Jun 10 5985 P BTO 4.40 | 1 Jun 10 6040 C STO 3.40 | 1 Jun 10 5980 P STO 3.55,-210,1,166,6038.81,6/10/2025,16:00:00,-381,Expired
SAC 2/4,6/9/2025,15:45:00,531.07,1 Jun 11 524 P STO 0.92 | 1 Jun 11 537 C STO 0.90 | 1 Jun 13 524 P BTO 1.75 | 1 Jun 13 537 C BTO 1.83,-178,1,32,531.8,6/11/2025,15:10:00,-214,Below Short/Long Ratio
Early Morning Fishing,6/9/2025,12:46:00,6012.66,1 Jun 9 6005 P STO 4.95 | 1 Jun 9 6000 P BTO 3.55,135,1,132.76,6005.88,6/9/2025,16:00:00,0,Expired
SAC 5/7,6/6/2025,15:00:00,530.93,1 Jun 11 539 C STO 0.99 | 1 Jun 11 522 P STO 1.24 | 1 Jun 13 539 C BTO 1.79 | 1 Jun 13 522 P BTO 1.92,-150,1,-5,531.32,6/11/2025,15:17:00,-149,Below Short/Long Ratio
In Harm's Way - ORB,6/6/2025,11:15:00,6007.47,1 Jun 6 6005 C BTO 11.60 | 1 Jun 6 6010 C STO 8.90,-290,1,-292.5,6000.36,6/6/2025,16:00:00,0,Expired
Charle Bronson RIC ,6/6/2025,9:32:00,5997.9,1 Jun 6 6025 C BTO 4.00 | 1 Jun 6 5965 P BTO 4.70 | 1 Jun 6 6030 C STO 2.95 | 1 Jun 6 5960 P STO 3.90,-195,1,-200,6000.36,6/6/2025,16:00:00,0,Expired
Early Morning Fishing,6/5/2025,11:18:00,5991.13,1 Jun 5 5980 P STO 6.90 | 1 Jun 5 5975 P BTO 5.50,135,1,-367.24,5939.3,6/5/2025,16:00:00,500,Expired
Charle Bronson RIC ,6/5/2025,9:32:00,5977.64,1 Jun 5 6020 C BTO 3.90 | 1 Jun 5 5930 P BTO 4.30 | 1 Jun 5 6025 C STO 3.05 | 1 Jun 5 5925 P STO 3.60,-165,1,-170,5939.3,6/5/2025,16:00:00,0,Expired
Charle Bronson RIC ,6/4/2025,9:32:00,5983.17,1 Jun 4 6010 C BTO 3.65 | 1 Jun 4 5950 P BTO 4.50 | 1 Jun 4 6015 C STO 2.75 | 1 Jun 4 5945 P STO 3.80,-170,1,-175,5970.81,6/4/2025,16:00:00,0,Expired
In Harm's Way - ORB,6/3/2025,11:15:00,5956.97,1 Jun 3 5955 C BTO 10.65 | 1 Jun 3 5960 C STO 7.95,-290,1,207.5,5970.37,6/3/2025,16:00:00,-500,Expired
Early Morning Fishing,6/3/2025,10:48:00,5949.45,1 Jun 3 5940 P STO 6.35 | 1 Jun 3 5935 P BTO 4.95,135,1,132.76,5970.37,6/3/2025,16:00:00,0,Expired
Charle Bronson RIC ,6/3/2025,9:32:00,5937.26,1 Jun 3 5965 C BTO 3.90 | 1 Jun 3 5905 P BTO 4.20 | 1 Jun 3 5970 C STO 2.90 | 1 Jun 3 5900 P STO 3.45,-185,1,310,5970.37,6/3/2025,16:00:00,-500,Expired
SAC 2/4,6/2/2025,15:45:00,522.65,1 Jun 4 515 P STO 0.91 | 1 Jun 4 529 C STO 0.73 | 1 Jun 6 515 P BTO 2.19 | 1 Jun 6 529 C BTO 2.14,-271,1,62,529.43,6/4/2025,13:56:00,-337,Below Delta
Early Morning Fishing,6/2/2025,11:54:00,5909.95,1 Jun 2 5900 P STO 7.05 | 1 Jun 2 5895 P BTO 5.65,135,1,132.76,5935.94,6/2/2025,16:00:00,0,Expired
SAC 5/7,5/30/2025,15:00:00,517.47,1 Jun 4 527 C STO 1.02 | 1 Jun 4 507 P STO 1.35 | 1 Jun 6 527 C BTO 2.10 | 1 Jun 6 507 P BTO 2.42,-217,1,43,529.13,6/4/2025,11:03:00,-264,Below Delta
Early Morning Fishing,5/30/2025,10:38:00,5909.6,1 May 30 5900 P STO 11.10 | 1 May 30 5895 P BTO 9.40,165,1,162.76,5911.69,5/30/2025,16:00:00,0,Expired
Charle Bronson RIC ,5/29/2025,9:32:00,5931.2,1 May 29 5980 C BTO 4.05 | 1 May 29 5875 P BTO 4.35 | 1 May 29 5985 C STO 3.30 | 1 May 29 5870 P STO 3.70,-150,1,-155,5912.17,5/29/2025,16:00:00,0,Expired
In Harm's Way - ORB,5/27/2025,11:15:00,5894.8,1 May 27 5895 C BTO 9.40 | 1 May 27 5900 C STO 6.85,-275,1,222.5,5921.54,5/27/2025,16:00:00,-500,Expired
Early Morning Fishing,5/27/2025,10:49:00,5897.27,1 May 27 5890 P STO 6.85 | 1 May 27 5885 P BTO 5.35,145,1,142.76,5921.54,5/27/2025,16:00:00,0,Expired
Charle Bronson RIC ,5/27/2025,9:32:00,5866.41,1 May 27 5905 C BTO 3.60 | 1 May 27 5820 P BTO 4.20 | 1 May 27 5910 C STO 2.85 | 1 May 27 5815 P STO 3.60,-145,1,350,5921.54,5/27/2025,16:00:00,-500,Expired
Early Morning Fishing,5/20/2025,10:40:00,5950.14,1 May 20 5940 P STO 7.25 | 1 May 20 5935 P BTO 5.70,150,1,147.76,5940.46,5/20/2025,16:00:00,0,Expired
Charle Bronson RIC ,5/20/2025,9:32:00,5947.15,1 May 20 5975 C BTO 4.50 | 1 May 20 5915 P BTO 4.65 | 1 May 20 5980 C STO 3.40 | 1 May 20 5910 P STO 3.85,-200,1,-205,5940.46,5/20/2025,16:00:00,0,Expired
SAC 2/4,5/19/2025,15:45:00,520.57,1 May 21 513 P STO 1.03 | 1 May 21 527 C STO 0.95 | 1 May 23 513 P BTO 2.06 | 1 May 23 527 C BTO 2.07,-217,1,89,511.69,5/21/2025,15:22:00,-310,Above Delta
Early Morning Fishing,5/19/2025,11:41:00,5947.49,1 May 19 5940 P STO 7.45 | 1 May 19 5935 P BTO 5.95,145,1,142.76,5963.6,5/19/2025,16:00:00,0,Expired
In Harm's Way - ORB,5/19/2025,11:15:00,5938.11,1 May 19 5935 C BTO 13.45 | 1 May 19 5940 C STO 10.65,-300,1,197.5,5963.6,5/19/2025,16:00:00,-500,Expired
SAC 5/7,5/16/2025,15:00:00,520.85,1 May 21 529 C STO 1.07 | 1 May 21 512 P STO 1.27 | 1 May 23 529 C BTO 1.97 | 1 May 23 512 P BTO 2.10,-175,1,109,513.97,5/21/2025,15:40:00,-288,Exited at Specified Time
Early Morning Fishing,5/16/2025,12:07:00,5930.69,1 May 16 5920 P STO 5.60 | 1 May 16 5915 P BTO 4.20,135,1,132.76,5958.38,5/16/2025,16:00:00,0,Expired
In Harm's Way - ORB,5/15/2025,11:15:00,5891.21,1 May 15 5890 C BTO 11.20 | 1 May 15 5895 C STO 8.65,-275,1,222.5,5916.93,5/15/2025,16:00:00,-500,Expired
Early Morning Fishing,5/15/2025,11:05:00,5887.04,1 May 15 5880 P STO 7.95 | 1 May 15 5875 P BTO 6.30,160,1,157.76,5916.93,5/15/2025,16:00:00,0,Expired
Early Morning Fishing,5/13/2025,11:27:00,5896.82,1 May 13 5885 P STO 6.90 | 1 May 13 5880 P BTO 5.60,125,1,122.76,5886.55,5/13/2025,16:00:00,0,Expired
In Harm's Way - ORB,5/13/2025,11:15:00,5886.68,1 May 13 5885 C BTO 12.25 | 1 May 13 5890 C STO 9.70,-275,1,-122.5,5886.55,5/13/2025,16:00:00,-155,Expired
Charle Bronson RIC ,5/13/2025,9:32:00,5846.26,1 May 13 5880 C BTO 4.20 | 1 May 13 5805 P BTO 4.65 | 1 May 13 5885 C STO 3.40 | 1 May 13 5800 P STO 3.95,-160,1,335,5886.55,5/13/2025,16:00:00,-500,Expired
SAC 2/4,5/12/2025,15:45:00,505.91,1 May 14 498 P STO 1.09 | 1 May 14 514 C STO 0.90 | 1 May 16 498 P BTO 2.05 | 1 May 16 514 C BTO 1.89,-197,1,13,515.78,5/13/2025,11:26:00,-214,Below Delta
Early Morning Fishing,5/12/2025,13:05:00,5829.94,1 May 12 5820 P STO 6.50 | 1 May 12 5815 P BTO 5.05,140,1,137.76,5844.19,5/12/2025,16:00:00,0,Expired
SAC 5/7,5/9/2025,15:00:00,488.16,1 May 14 500 C STO 1.33 | 1 May 14 477 P STO 1.69 | 1 May 16 500 C BTO 2.12 | 1 May 16 477 P BTO 2.58,-170,1,-41,506.81,5/12/2025,13:08:00,-133,Below Delta
Charle Bronson RIC ,5/9/2025,9:32:00,5686.95,1 May 9 5730 C BTO 3.65 | 1 May 9 5640 P BTO 4.65 | 1 May 9 5735 C STO 2.95 | 1 May 9 5635 P STO 4.00,-145,1,-150,5659.91,5/9/2025,16:00:00,0,Expired
Early Morning Fishing,5/8/2025,11:24:00,5673.46,1 May 8 5665 P STO 13.40 | 1 May 8 5660 P BTO 11.60,175,1,66.76,5663.94,5/8/2025,16:00:00,106,Expired
Charle Bronson RIC ,5/8/2025,9:32:00,5668.32,1 May 8 5725 C BTO 3.90 | 1 May 8 5595 P BTO 4.40 | 1 May 8 5730 C STO 3.25 | 1 May 8 5590 P STO 3.90,-125,1,-130,5663.94,5/8/2025,16:00:00,0,Expired
SAC 2/4,5/5/2025,15:45:00,487.06,1 May 7 478 P STO 1.10 | 1 May 7 495 C STO 0.96 | 1 May 9 478 P BTO 2.24 | 1 May 9 495 C BTO 2.10,-230,1,106,479,5/7/2025,15:30:00,-340,Exited at Specified Time
Early Morning Fishing,5/5/2025,10:42:00,5662.64,1 May 5 5655 P STO 10.80 | 1 May 5 5650 P BTO 9.10,165,1,-299.24,5650.38,5/5/2025,16:00:00,462,Expired
SAC 5/7,5/2/2025,15:00:00,489.59,1 May 7 499 C STO 1.26 | 1 May 7 478 P STO 1.48 | 1 May 9 499 C BTO 2.32 | 1 May 9 478 P BTO 2.48,-208,1,100,480.25,5/7/2025,15:40:00,-312,Exited at Specified Time
Early Morning Fishing,5/2/2025,11:59:00,5680.87,1 May 2 5670 P STO 8.30 | 1 May 2 5665 P BTO 7.00,125,1,122.76,5686.67,5/2/2025,16:00:00,0,Expired
In Harm's Way - ORB,5/2/2025,11:15:00,5673.86,1 May 2 5670 C BTO 16.60 | 1 May 2 5675 C STO 13.70,-310,1,187.5,5686.67,5/2/2025,16:00:00,-500,Expired
Charle Bronson RIC ,5/2/2025,9:32:00,5667.95,1 May 2 5715 C BTO 4.20 | 1 May 2 5600 P BTO 4.50 | 1 May 2 5720 C STO 3.40 | 1 May 2 5595 P STO 4.00,-140,1,-145,5686.67,5/2/2025,16:00:00,0,Expired
SAC The Longest Day,5/1/2025,12:00:00,483.21,1 May 8 462 P STO 1.73 | 1 May 8 501 C STO 1.29 | 1 May 30 462 P BTO 6.58 | 1 May 30 501 C BTO 6.02,-961,1,29,491.13,5/8/2025,14:29:00,-994,Below Short/Long Ratio
In Harm's Way - ORB,5/1/2025,11:15:00,5653,1 May 1 5650 C BTO 16.95 | 1 May 1 5655 C STO 14.20,-295,1,-297.5,5604.14,5/1/2025,16:00:00,0,Expired
Early Morning Fishing,5/1/2025,10:38:00,5641.25,1 May 1 5630 P STO 14.15 | 1 May 1 5625 P BTO 12.40,170,1,-332.24,5604.14,5/1/2025,16:00:00,500,Expired
SAC The Longest Day,4/29/2025,12:00:00,472.85,1 May 6 452 P STO 1.71 | 1 May 6 491 C STO 1.18 | 1 May 30 452 P BTO 7.09 | 1 May 30 491 C BTO 6.49,-1072,1,103,481.41,5/6/2025,14:05:00,-1179,Below Short/Long Ratio
In Harm's Way - ORB,4/29/2025,11:15:00,5540.45,1 Apr 29 5540 C BTO 16.55 | 1 Apr 29 5545 C STO 13.90,-285,1,212.5,5560.83,4/29/2025,16:00:00,-500,Expired
Early Morning Fishing,4/29/2025,10:56:00,5546.25,1 Apr 29 5535 P STO 12.05 | 1 Apr 29 5530 P BTO 10.45,155,1,152.76,5560.83,4/29/2025,16:00:00,0,Expired
SAC The Longest Day,4/28/2025,12:00:00,468.09,1 May 5 446 P STO 1.79 | 1 May 5 487 C STO 1.30 | 1 May 30 446 P BTO 7.36 | 1 May 30 487 C BTO 7.03,-1133,1,326,486.94,5/5/2025,15:48:00,-1463,Exited at Specified Time
SAC 5/7,4/25/2025,15:00:00,471.76,1 Apr 30 483 C STO 1.42 | 1 Apr 30 459 P STO 1.93 | 1 May 2 483 C BTO 2.84 | 1 May 2 459 P BTO 3.30,-281,1,-19,471.9,4/30/2025,14:48:00,-266,Below Short/Long Ratio
Early Morning Fishing,4/25/2025,12:24:00,5500.35,1 Apr 25 5490 P STO 9.80 | 1 Apr 25 5485 P BTO 8.20,155,1,152.76,5525.21,4/25/2025,16:00:00,0,Expired
SAC The Longest Day,4/25/2025,12:00:00,468.46,1 May 2 446 P STO 1.72 | 1 May 2 487.5 C STO 1.26 | 1 May 23 446 P BTO 6.34 | 1 May 23 487.5 C BTO 5.87,-926,1,322,488.46,5/2/2025,15:48:00,-1252,Exited at Specified Time
SAC The Longest Day,4/24/2025,12:00:00,463.39,1 May 1 440 P STO 1.95 | 1 May 1 484 C STO 1.38 | 1 May 23 440 P BTO 6.95 | 1 May 23 484 C BTO 6.40,-1005,1,312,484.41,5/1/2025,15:48:00,-1321,Exited at Specified Time
In Harm's Way - ORB,4/24/2025,11:15:00,5453.11,1 Apr 24 5450 C BTO 22.60 | 1 Apr 24 5455 C STO 19.85,-295,1,202.5,5484.77,4/24/2025,16:00:00,-500,Expired
Early Morning Fishing,4/24/2025,10:37:00,5447.42,1 Apr 24 5440 P STO 20.40 | 1 Apr 24 5435 P BTO 18.50,185,1,182.76,5484.77,4/24/2025,16:00:00,0,Expired
Charle Bronson RIC ,4/24/2025,9:32:00,5383.94,1 Apr 24 5470 C BTO 3.75 | 1 Apr 24 5290 P BTO 4.45 | 1 Apr 24 5475 C STO 3.35 | 1 Apr 24 5285 P STO 4.05,-90,1,405,5484.77,4/24/2025,16:00:00,-500,Expired
Early Morning Fishing,4/22/2025,10:40:00,5253.37,1 Apr 22 5245 P STO 16.40 | 1 Apr 22 5240 P BTO 14.60,175,1,172.76,5287.76,4/22/2025,16:00:00,0,Expired
SAC 2/4,4/21/2025,15:45:00,431.45,1 Apr 23 420 P STO 1.61 | 1 Apr 23 443 C STO 1.45 | 1 Apr 25 420 P BTO 3.44 | 1 Apr 25 443 C BTO 3.19,-359,1,-61,445.69,4/22/2025,12:01:00,-302,Below Delta
In Harm's Way - ORB,4/15/2025,11:15:00,5432.5,1 Apr 15 5430 C BTO 21.30 | 1 Apr 15 5435 C STO 18.50,-300,1,-302.5,5396.63,4/15/2025,16:00:00,0,Expired
Charle Bronson RIC ,4/15/2025,9:32:00,5417.31,1 Apr 15 5485 C BTO 3.90 | 1 Apr 15 5325 P BTO 4.70 | 1 Apr 15 5490 C STO 3.30 | 1 Apr 15 5320 P STO 4.30,-110,1,-115,5396.63,4/15/2025,16:00:00,0,Expired
Early Morning Fishing,4/11/2025,12:32:00,5308,1 Apr 11 5300 P STO 31.15 | 1 Apr 11 5295 P BTO 29.15,195,1,192.76,5363.36,4/11/2025,16:00:00,0,Expired
Early Morning Fishing,4/9/2025,13:03:00,5064.98,1 Apr 9 5055 P STO 37.80 | 1 Apr 9 5050 P BTO 35.70,205,1,202.76,5456.9,4/9/2025,16:00:00,0,Expired
SAC 2/4,4/7/2025,15:45:00,421.5,1 Apr 9 399 P STO 3.40 | 1 Apr 9 443 C STO 2.57 | 1 Apr 11 399 P BTO 5.79 | 1 Apr 11 443 C BTO 4.43,-427,1,115,447.5,4/9/2025,13:26:00,-546,Below Delta
SAC The Longest Day,4/7/2025,12:00:00,419.8,1 Apr 14 380 P STO 4.16 | 1 Apr 14 456 C STO 2.29 | 1 May 9 380 P BTO 9.67 | 1 May 9 456 C BTO 6.94,-1019,1,-32,437.32,4/8/2025,9:32:00,-991,VIX Move Down
SAC 5/7,4/4/2025,15:00:00,425.41,1 Apr 9 447 C STO 2.71 | 1 Apr 9 400 P STO 3.94 | 1 Apr 11 447 C BTO 4.28 | 1 Apr 11 400 P BTO 5.69,-334,1,107,454.77,4/9/2025,13:58:00,-445,Below Delta
Early Morning Fishing,4/2/2025,10:57:00,5638.24,1 Apr 2 5630 P STO 15.25 | 1 Apr 2 5625 P BTO 13.30,190,1,187.76,5670.97,4/2/2025,16:00:00,0,Expired
SAC The Longest Day,4/1/2025,12:00:00,472.4,1 Apr 8 451 P STO 1.62 | 1 Apr 8 490 C STO 1.22 | 1 Apr 30 451 P BTO 5.47 | 1 Apr 30 490 C BTO 5.16,-782,1,-21,439.52,4/4/2025,9:32:00,-765,Put Tested
Early Morning Fishing,4/1/2025,11:13:00,5629.7,1 Apr 1 5620 P STO 12.50 | 1 Apr 1 5615 P BTO 10.70,175,1,172.76,5633.07,4/1/2025,16:00:00,0,Expired
SAC 2/4,3/31/2025,15:45:00,468.48,1 Apr 2 458 P STO 1.56 | 1 Apr 2 478 C STO 1.30 | 1 Apr 4 458 P BTO 3.03 | 1 Apr 4 478 C BTO 2.81,-300,1,115,479.49,4/2/2025,13:13:00,-419,Below Delta
SAC The Longest Day,3/31/2025,12:00:00,463.3,1 Apr 7 443 P STO 1.53 | 1 Apr 7 482 C STO 1.24 | 1 Apr 30 443 P BTO 5.98 | 1 Apr 30 482 C BTO 5.51,-875,1,144,433.67,4/4/2025,10:16:00,-1023,Put Tested
SAC 5/7,3/28/2025,15:00:00,469.51,1 Apr 2 481 C STO 1.53 | 1 Apr 2 458 P STO 1.81 | 1 Apr 4 481 C BTO 2.74 | 1 Apr 4 458 P BTO 3.15,-257,1,164,475.8,4/2/2025,15:40:00,-425,Exited at Specified Time
SAC The Longest Day,3/27/2025,12:00:00,482.92,1 Apr 3 465 P STO 1.46 | 1 Apr 3 498 C STO 1.15 | 1 Apr 25 465 P BTO 5.39 | 1 Apr 25 498 C BTO 5.26,-807,1,-80,455.61,4/3/2025,10:11:00,-731,Put Tested
Early Morning Fishing,3/25/2025,10:39:00,5783.69,1 Mar 25 5775 P STO 7.05 | 1 Mar 25 5770 P BTO 5.55,145,1,142.76,5776.65,3/25/2025,16:00:00,0,Expired
Charle Bronson RIC ,3/25/2025,9:32:00,5776.74,1 Mar 25 5805 C BTO 3.60 | 1 Mar 25 5745 P BTO 4.75 | 1 Mar 25 5810 C STO 2.70 | 1 Mar 25 5740 P STO 3.95,-180,1,-185,5776.65,3/25/2025,16:00:00,0,Expired
